user_name,tweets
Z aheer(A proud Pakistani),"Quote Tweet
Waseem Badami
@WaseemBadami
 · Nov 18
بھٹی صاحب کا میچ کے بعد کا تجزیہ۔۔  twitter.com/WaseemBadami/s…"
Z aheer(A proud Pakistani),"Quote Tweet
Irshad Bhatti
@IrshadBhatti336
 · Nov 18
جنرل باجوہ صاحب پی ایس ایل فائنل میں لاہور قلندرز کا جو مینڈیٹ چوری کیا گیا ہے اس کا حساب آپ کو دینا پڑے گا۔۔لندن سے ویڈیو لنک پر متوقع خطاب۔۔
منقول۔۔"
Z aheer(A proud Pakistani),"Quote Tweet
Waseem Badami
@WaseemBadami
 · Nov 18
محترم ارشاد بھٹی صاحب کا میچ سے پہلے تجزیہ۔۔۔
@IrshadBhatti336 @Kashifabbasiary @faisalsubzwari 
@ARYNEWSOFFICIAL
1:41
20.7K views"
Z aheer(A proud Pakistani),"Quote Tweet
Saleem Safi
@SaleemKhanSafi
 · Nov 18
پی ڈی ایم کی قیادت سےگذارش ہےکہ کوروناکےپھیلاوکےپیش نظرجلسوں کوملتوی کرے۔سیاسی سرگرمیاں جلسےجلوسوں کےبغیربھی ہوسکتی ہیں۔پی ڈی ایم کی قیادت کا امتحان ہےکہ ایسا راستہ نکالےکہ تحریک کاٹیمپو بھی نہ ٹوٹے،عوام کےساتھ رابطہ بھی برقراررہےلیکن انکی وجہ سےعوام کی زندگیوں کوخطرہ لاحق نہ ہو۔"
Z aheer(A proud Pakistani),This Tweet is unavailable.
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Esra Bilgiç Official
@Esrabilgicoff
 · Sep 28
We will always be united inşallah
RT if you agree
#AzerbaijanIsNotAlone"
Z aheer(A proud Pakistani),"Quote Tweet
𝐼𝓂𝓇𝒶𝓃 𝐿𝒶𝓁𝒾𝓀𝒶
@Lalika79
 · Nov 18
اس جیسی گھٹیا عورت آپکو پوری دنیا میں نہیں ملے گی
یہ ذلت آمیز شکست اسکا مقدر بنی ہے گلگت بلتستان میں 24 سیٹوں میں 6 پر امیدوار ملے 2 سیٹیں جیت سکی

لعنت دیوار نہیں ہے بیعزتی محسوس کرنے سے ہوتی ہے"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
علیزے میر
@KhanAlezay
 · Nov 18
جو اس وقت نبی کریم مُحَمَّد ﷺْ پر 
5 مرتبہ درود شریف  پڑھ کر OK لکھے اللہ اس کی ہر دعا قبول فرمائے
آمیـــــــــن ثمہ آمین یا رب العالمین"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Irshad Bhatti
@Irshadbhati336
 · Nov 18
کیا آپ وزیراعظم عمران احمد خان نیازی صاحب کی کارکردگی سے خوش ہیں؟؟؟
#میرا_جنون_عمران_خان"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Saba
@Saba6161
 · Nov 18
Good Night "
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Asmara
@asm_87
 · Nov 18
جب تمہارا دل لالچ میں ہو، کسی کی امانت نا رکھو...."
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Izza Khanam
@IzzaKhanam
 · Nov 18
10 بجے تک 
جو جو ریٹویٹ کرے گا اس کو پرموٹ کرو گی۔
Okay....."
The Resistance Tv,"Ranjit Singh's Army and Pak Army. رنجیت سنگھ سے کیا غلط ہی ہوئی تھی؟
یہی غلطی رنجیت سنگھ نے بھی کی تھی: Enlightened Pakistan رنجیت سنگھ کا بچپن ہی جنگ وجدل میں گزرا تھا لہذا اس کے لاشعور میں یہ بات راسخ ہو چکی تھی کہ ریاست چلا...
youtube.com"
Majed Jaan,"Quote Tweet
Syed Mussadiq Shah Bukhari
@Sh1Shah
 · Nov 18
مسلم لیگ ن کے جلسے میں عمران خان اور پاک فوج کے حق میں نعرہ بازی
 کرنے پر دھکے دے کر جلسہ گاہ سے باہر نکال دیا گیا 
۔"
Saeed Khan,"Quote Tweet
Ahmad Waqass Goraya
@AWGoraya
 · Nov 18
یہ وہ چہرے ہیں جن کو پچھلے دو ہفتے نیشنل ڈیفینس یونیورسٹی میں نیشنل میڈیا ورکشاپ میں ٹریننگ دی گئی۔ یہ ففتھ جنریشن وارفئیر  کے بھرتی کردہ سپاہی مختلف میڈیا ہاؤسز ،  یوٹیوب ، پرنٹ اور سول سوسائٹی میں عسکری مفادات کا تحفظ کرتے ہیں۔"
Dr Fatima K - PTI (FOLLOW 4 ANY MEDICAL ADVICE ),"From 
ندیم زیدی"
Asifa Noor,"0:29
38 views"
Hadiya Jutt,"Quote Tweet
جــــانبــــاز
@Ijazul_Hassan
 · Nov 18
تاریخ دو کپتانوں کو کبھی نہیں بھولے
گی ایک وہ جس نے نواز شریف کی
عزت اجاڑی دوسرا وہ جس نے پورے نواز شریف کے ٹبر کو اجاڑا
 twitter.com/AbidSherAli/st…"
Ishq_e_watan,Shafqat Chodhary and 4 others
آمنہ خان,"Quote Tweet
ندیم زیدی
@_NadeemZaidi
 · Nov 18
عمران خان کون ہے، کیا ہے اور کیوں ضروری ہے؟
یہ جاننے کیلیے اس گمنام ہیرو کی پوری بات سنیں جو عمران خان کو پاک فوج اور #ISI افسران کی دی ہوئی پہلی بریفنگ کا احوال بتا رہے ہیں
اللہ عمران خان کو لمبی عمر اور پاکستان پر سب سے طویل حکمرانی عطاء کرے، آمین 
1/2
@mohafzals
Show this thread"
میرا وزیر اعظم نوازشریف,"Asad Durani Ki Nay Kitab Establishment Kai Khilaf Charge Sheet |...
Asad Durani Ki Nay Kitab Establishment Kai Khilaf Charge Sheet | Googly News TV #GooglyNewsTV is a Digital Media Project - consisting of a web news portal an...
youtube.com"
Concept TV Urdu,"پاک فوج کی نگرانی میں ضلع کرم میں مختلف نوعیت کے 199 منصوبے مکمل کئے گئے ہیں، شوکت یوسفزئی
پشاور:صوبائی وزیر محنت و ثقافت شوکت یوسفزئی نے کہا ہے کہ پسماندہ علاقوں کو ترقی کے دھارے میں شامل کرنا صوبائی حکومت کی اولین ترجیح ہے،وزیراعلیٰ محمود خان کی قیادت میں صوبائی کابینہ پسماندہ علاقوں ک…
concepttvurdu.com"
Siasat.pk,"ن لیگ کے مانسہرہ جلسے میں عمران خان کے حق میں نعرے
siasat.pk"
Yasir Kiani,Pakistan Defence and 8 others
Z aheer(A proud Pakistani),"Quote Tweet
Saleem Safi
@SaleemKhanSafi
 · Nov 18
گلگت بلتستان کے انتخابات کے نتائج کے بھیانک نتائج: روزنامہ جنگ میں شائع ہونے والے میرے کالم کا لنگ 
https://jang.com.pk/news/846106"
سحر ہونے تک,"Quote Tweet
Ashraf Rasool Azad
@AshrafRa9
 · Nov 18
ایم کیو ایم سے لیکر کلاشنکوف کلچر،طالبان سے لیکر طاہرالقادری کا جمہوری حکومتوں کے خلاف استعمال کرنا پھر 2014میں خان کا دھرنا اور اس دھرنے کی ناکامی کو چھپانے کیلئے اے پی ایس جیسا گنوانا کھیل بھی اسٹیبلشمنٹ کا ہی کام ہے۔"
Muhammad Waseem,"Quote Tweet
SHAFAAT SHAH
@INFANTRY28
 · Nov 17
In Paris Air Show, Indian Rafael made a record by flying upside down to 188 km on which the Indian media lifted sky & challenged Pakistan
Wing Commander Zeeshan Briar overturned JK-17 thunder upto 229 km & made an undefeated world record. PAF has yet again made the Nation proud"
Our leader is Muhammadﷺ,"From 
ندیم زیدی"
Sarder Basharat kashmiri,HIRA and 6 others
کاکا فسادی®,صحرانورد and 9 others
Shanza Balouch,Bakhtawar B-Zardari and 8 others
Main Sahab,"0:44
3 views"
Ammar,"Quote Tweet
Pakistan Cricket
@TheRealPCB
 · Nov 18"
محب وطن پاکستانی,"1:38
186 views
From 
Shaafi. G (Please Stay At Home
)"
Concept TV Urdu,"بلوچستان میں ترقی اور استحکام پاکستان کی خوشحالی کیلئے اہم ہے، آرمی چیف جنرل قمر جاوید باجوہ
راولپنڈی:پاک فوج کے سربراہ جنرل قمر جاوید باجوہ نے کہا ہے کہ پاکستان کے سب سے بڑے صوبے میں دہشت گردی کو ہوا دینے اور انتشار پھیلانے والے عناصر کی مذموم کوششوں کو کامیاب نہیں ہونے دیا جائے گا، پاکست…
concepttvurdu.com"
Zoya Khan,"Quote Tweet
Ihtesham Afghan
@IhteshamAfghan
 · Nov 17
انسانی حقوق,پی ٹی ایم کے مرکزی رہنما زبیر شاہ آغا
@ZubairShahAgha1
کی اپیل
بلوچ بیٹی
@balochhaseeba
 کے جبری طور پر  لاپتہ کئے گئے بھائیوں حسان قمبرانی حزب اللہ قمبرانی کی بازیاب کےلیے کل 18 نومبر کو شوشل میڈیا آواز بلند کی جائے گی حصہ لینے کی درخواست
#SaveQambraniBrothers"
Muhammad Usman,"Quote Tweet
محمد حسن محمود
@MHassan_101
 · Nov 18
قائدہم شرمندہ ہیں
#IndianTerrorismExposed"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Imran Khan
@ImraNKhan7_
 · Nov 17
الحمداللہ _ آخر کار میرے 2700 فالورز مکمل ہو گئے ہیں _ مبارکباد پیش کی جائے!"
Majeed Magsi,"مرکزی جوائنٹ سیکریٹری جناب میر عبدل مجید مگسی صاحب پاک فوج کے حق میں...
youtube.com"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
نمرہ خان پٹھانی
@Nimra_ImraniSt
 · Nov 18
ضروری نہیں کہ ہر ماسک لگانے والا شخص کرونا سے متاثر ہو
وہ ن لیگ کا سپوٹر بھی ہو سکتا ہے"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Sadia Khan
@Sadia_pukhtana
 · Nov 18
اللہ تعالیٰ سب بیٹیوں کے نصیب اچھے کرے.. آمین ثم آمین"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
Fozia Malik
@FoziaMaliq
 · Nov 18
سادی یا فر والی ؟ twitter.com/DrAyesh5/statu…"
Mateen Chaudhry,"Quote Tweet
Sanam PMLN
@SanamPMLN
 · Oct 30
Replying to @HamidMirPAK
یہ دلچسپ تشریح ہے کہ انڈیا کے حملہ آور پائلٹ ابھینندن کو فوری واپس کرنے کی مخالفت کرنے والے غدارہیں، مودی کے یار ہیں، ان کے لئے بزدل، کتے اور خنزیر ہونے کے ٹرینڈز ہیں ۔۔ اور ایک دھمکی پر پورے اعزاز اور احترام کے ساتھ واپس بھیجنے والے حکمران معصوم اور محب وطن ہیں۔
 شرم PTI؟؟"
Zoya Khan,"Quote Tweet
Rahim Dawar
@RahimDwr
 · Nov 17
حکمرانوں ! حدارہ ہمارے وزیرستان پر رحم کرو۔وزیرستان میں زمینی تنازعے پر حدی اور مچی خیل کے درمیان پچھلے 30 گھنٹوں سے فائیرنگ جاری ہے لیکن ابھی تک اس کو کنٹرول کرنے میں ضلعی انتظامیہ+پولیس بے بس ہے ریاست کی کچھ زمداریاں ہوتی ہے لیکن نہ جانے صوبائی+وفاقی حکومت بھی مکمل حاموش ہے"
Sara Munir,"Quote Tweet
Malik.Sab.
. خودی
فقر
@MalikSajid_Awan
 · Nov 18
Replying to @FarazWahab1 @marifthahim and 10 others
پاک فوج زندہ باد۔"
Dr Muneeba Khan,"Quote Tweet
Latif Waxirii
@latifwaxirii
 · Nov 17
کسی کو غائب کردینا یا ماروائے عدالت قتل کردینا آرمی کو بہت آسان لگتا ہے۔لیکن وہ اس بات کا دھیان نہیں کرپاتے کہ اس عمل میں صرف وہی ایک زندگی متاثر نہیں ہوتی! بلکہ سینکڑوں زندگیاں متاثر ہوتی ہے۔اور ایسے جزبات ان کے دل میں موجزن ہوتے ہیں کہ شاید پھر اس کی کوئی نعم البدل نہیں ہوتا۔ twitter.com/BewasAfridi/st…"
Fazal Hameed,"Quote Tweet
Ihsan Tipu Mehsud
@IhsanTipu
 · Nov 15
Massive pro-peace PTM rally underway in Miramshah, North Waziristan tribal district under complete media and communications blackout."
syeda,TeamForPakistan and 3 others
Muhammad Abrar,TeamForPakistan and 3 others
Adnan Khaliq Jatt ( جٹ),"Quote Tweet
ندیم زیدی
@_NadeemZaidi
 · Nov 9
1:03
یہ پڑی نوازشریف اور مریم کے بیانیے کی مقبولیت اور پذیرائی

گجرانوالہ پنجاب کا وہ واحد شہر ہے جہاں کی تمام قومی اور صوبائی نشستوں پر صرف اور صرف ن لیگی امیدوار ہی کامیاب ہوئے تھے، آج اسہی گجرانوالہ کی سڑکوں پر نوازشریف کے بیانیے کو گھسیٹا جا رہا ہے "
Minhaj ul Haq,"Quote Tweet
Salman Haider
@SalmanHydr
 · Nov 17
شکر کریں تحریک لبیک نے سفیر نکالنے پر بس کر دی وہ فرانس کو یورپ سے نکالنے کا مطالبہ کر دیتے تو کیا کر لیتی حکومت۔۔۔"
ARY Videos,"ARY News Headlines | 11 PM | 17 November 2020
Official Facebook: https://www.fb.com/arynewsasiaOfficial Twitter: https://www.twitter.com/arynewsofficialOfficial Instagram: https://instagram.com/arynewstv...
youtube.com"
ویلا ملنگ,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Nov 17
#COAS visited Quetta, interacted with participants of National Workshop Balochistan aimed at enhancing understanding of participants about critical national security issues, timely decision making process, national security management system (1/6)
Show this thread"
MAJEED,"Quote Tweet
SHAFAAT SHAH
@INFANTRY28
 · Nov 17
In Paris Air Show, Indian Rafael made a record by flying upside down to 188 km on which the Indian media lifted sky & challenged Pakistan
Wing Commander Zeeshan Briar overturned JK-17 thunder upto 229 km & made an undefeated world record. PAF has yet again made the Nation proud"
Verona Wazir,"Quote Tweet
Rahim Dawar
@RahimDwr
 · Nov 17
شمالی وزیرستان میں 35 ہزار فوج ، 15 ہزار ایف سی اور تقریبا 5 ہزار لیویز اہلکارموجود ہے لیکن پھر بھی چوبیس گھنٹے ہوگئے کہ حدی اور مچی خیل اقوام کے درمیان فائیرنگ جاری ہے 
#شرمناک"
Verona Wazir,"Quote Tweet
Ihtesham Afghan
@IhteshamAfghan
 · Nov 16
The treatment with the residents of Miran Shah  has no examples in history.  
This is how the ppl reacted to the treatment they had during proxies where they were/are being used as a fuel. They shd b given their due right & they must b heard on emergency basis."
کاشف خان,"Quote Tweet
Ihtesham Afghan
@IhteshamAfghan
 · Nov 17
انسانی حقوق,پی ٹی ایم کے مرکزی رہنما زبیر شاہ آغا
@ZubairShahAgha1
کی اپیل
بلوچ بیٹی
@balochhaseeba
 کے جبری طور پر  لاپتہ کئے گئے بھائیوں حسان قمبرانی حزب اللہ قمبرانی کی بازیاب کےلیے کل 18 نومبر کو شوشل میڈیا آواز بلند کی جائے گی حصہ لینے کی درخواست
#SaveQambraniBrothers"
Agha Durrani,"Quote Tweet
مـــͫــͣــͥــاریـــہ
@Maverick__24
 · Nov 16
اللہ اکبر 
.وردی والے کہاں حالات کی پرواہ کرتے ہیں
 وہ تو بس پاک وطن سے عشق کا حق ادا کرتے ہیں...
#PakArmy 
#PakistanZindabad 
 
#MJ
@Maverick__24"
israr khan,"Quote Tweet
DilkashSobi
@Dilkash_1
 · Nov 16
Replying to @MaryamNSharif
تماشہ تو تمہارا بن گیا نانی اماں۔۔گلگت والوں نے ٹوپی پہنا دی تمہے"
hamza jutt,"Quote Tweet
Haqeeqat TV
@Haqeeqat_TV
 · Nov 12
یہ ہے وہ بلوچستان کے مسنگ پرسن جو ہمارے فوجی جوانوں کو شہید کر رہے....

افسوس ہے اس ریاست پر چور چکے لٹیروں کو بلٹ پروف گاڑیوں میں پروٹوکول دیا جاتا اور فوجیوں کو شہید ہونے کے لیے انکے سامنے چھوڑ دیا جاتا... کب فوجی جوانوں کو بلٹ پروف گاڑی دو گے کب تک لاشیں اٹھائیں گے ہم لوگ"
Mehdi Hassan,"Quote Tweet
ندیم زیدی
@_NadeemZaidi
 · Nov 17
4 روز پہلے @GFarooqi نے مقبوضہ اور آزاد کشمیر سمیت گلگت بلتستان کو بھی بھارت میں دکھایا، سینکڑوں لوگوں کی نشاندہی کے باوجود اس کا درستگی نہ کرنا بتاتا ہے کہ اس نے یہ جان بوجھ کے کیا، اس کے خلاف کاروائی کی جائے 
@PakistanFia @OfficialDGISPR @PakPMO @Pk_FakeNews @FakeNews_Buster twitter.com/GFarooqi/statu…"
KHANRAFIQAHMED,"Quote Tweet
قام پرست پښتون
@Amjadafridi1
 · Nov 17
پھر میں بھی بتاوں گا کہ مجھے کس نے کہا تھا کہ فیض آباد جاؤ اور دھرنا کرو  @Xadeejournalist"
Zoya Khan,"Quote Tweet
Rahim Dawar
@RahimDwr
 · Nov 17
شمالی وزیرستان میں دو اقوام اپسمیں زمینی تنازعے پر مورچہ زن ہے وہاں پر ارمی کی چیک پوسٹ ہے گاڑیوں کےقطار لگےہوتےہے جب کوئی پوچھے کہ کیا دیکھ رہے ہو وہ بولتے ہے کہ اسلحہ لیکن جب ان کو بتاتے ہےکہ یہ اپ سے چند قدم کے فاصلے پر لوگ بھاری اسلحے سےایک دوسرے کو مارتے ہےپھر وہ نہں سنتے ہے"
Wasim Hasan,"Quote Tweet
Khawar Ghumman
@Ghummans
 · Nov 17
With Mualana Rizvi here few globe trotting idiots and so called journalists had busy 24 hours. Feeling sorry for them Mr Rizvi peacefully left the scene."
𝓘𝓫𝓷 𝓾𝓵 𝓫𝓪𝓪𝓻,"Quote Tweet
Khawaja Saad Rafique
@KhSaad_Rafique
 · Nov 17
سوال یہ ہے کہ جو ہزاروں کی تعداد میں لوگ مسلم لیگ ن کے جلسوں میں آتے تھے تو انہوں نے ووٹ بھی دیئے ہوں گے۔ وہ ووٹ کہاں گئے؟
Show this thread
2:19
58.8K views"
RajaWaseem(OneManArmy),"Quote Tweet
ian bremmer
@ianbremmer
 · Nov 14
Joint Chiefs Chair Mark Milley making clear the US military is sworn to uphold the Constitution. I’d bet on that over @realDonaldTrump’s twitter feed."
M Saqib,"Quote Tweet
Malik Sheraz Awan
@MalikSherazAw13
 · Jul 20
#AsimBajwaMoneyTrailDo"
شاہد شباب پاکستان تحریک انصاف پاک فوج زندہ باد,"Quote Tweet
ڈاکٹر باسماء 786 DR . BASMA
@DRBASMA12128243
 · Nov 17
اس ملک کے سب سے بڑے دشمن کا نام لکھیں جس کی وجہ سے  امیر اور غریب کے دو الگ پاکستان ہیں"
Naqeeb,"Umm.e.wadood and 6 others
Quote Tweet
Ihtesham Afghan
@IhteshamAfghan
 · Nov 16
The treatment with the residents of Miran Shah  has no examples in history.  
This is how the ppl reacted to the treatment they had during proxies where they were/are being used as a fuel. They shd b given their due right & they must b heard on emergency basis."
Pak Wolf,"Quote Tweet
الجہاد الجہاد
@HareemF61522363
 · Nov 16
Replying to @TalatHussain12
جو خبر ہوئی مرکزی اکاونٹ پر اپکو بتا دی جائیں گی 
یا جو میں یہاں امیر المجاہدین کی زبان مبارک سے سنو گا اپکو بتا دونگا 
حکومت کی چال بازی سے محفوظ راہے"
Dr Muneeba Khan,"Quote Tweet
Rahim Dawar
@RahimDwr
 · Nov 17
شمالی وزیرستان میں 35 ہزار فوج ، 15 ہزار ایف سی اور تقریبا 5 ہزار لیویز اہلکارموجود ہے لیکن پھر بھی چوبیس گھنٹے ہوگئے کہ حدی اور مچی خیل اقوام کے درمیان فائیرنگ جاری ہے 
#شرمناک"
Jalal Khan,"0:10
6 views"
پاکستان اور پاک فوج عمران خان صاحب زندہ باد,"Quote Tweet
Habib Al Rehman Khan
@hb2kh
 · Nov 17
دھرنا اگر ختم ہو گیا ہے تو یہ مثبت پیش رفت ہے یہ الگ بات ہے کہ اس مشق سے کیا حاصل ہوا
جن احباب کو اس بات کا ادراک ہے کہ ہم کسی دوسرے ملک پر کس حد تک اثر انداز ہو سکتے ہیں وہ اسے لاحاصل مشق سمجھتے ہیں
اور کنارے پر بیٹھ کر تالیاں بجانے والے منہ دیکھتے رہ گۓ
اب ہیجڑوں کوکیا ملنا تھا"
Rao,"Quote Tweet
Maryam Nawaz Sharif
@MaryamNSharif
 · Nov 16
سب بولیں گے۔ انشاءاللّہ twitter.com/TalatHussain12…"
sardar,"Quote Tweet
Maleeha Hashmey
@MaleehaHashmey
 · Nov 16
ایناں نے نہیں بچنا۔ ایناں نو لاہور لے جاؤ۔
#GilgitBaltistanElections2020 #GilgitBaltistanWithPMIK"
Ghulam Sabir,"Quote Tweet
Ahsan Iqbal
@betterpakistan
 · Nov 17
Press conference in Gilgit on sham GB elections
https://youtube.com/watch?v=84NzpfQJkKw&feature=youtu.be…"
NewsPost,"LOC Kashmir Shelling 36 Indian Killed 87 Injured
وزیراعظم عمران خان کا کشمیر کی آزادی کیلئے ""بڑا فیصلہ "" ؟ پاک فوج کی قیادت کو کس بات کا اختیار دیدیا ؟ 16 اور 17 نومبر کی درمیانی شب جموں و کشمیر میں ورکنگ ب...
youtube.com"
SULTAN RAZA adv,"0:19
293 views
From 
𝕊𝕙𝕒𝕙𝕚𝕕 ℂ𝕙𝕒𝕦𝕕𝕙𝕒𝕣𝕪"
𝑺𝒂𝒓𝒅𝒂𝒓𝒛𝒂𝒅𝒂,"Quote Tweet
Gul Bukhari
@GulBukhari
 · Nov 16
آپ کو کیا لگتا ہے، مولوی خادم رضوی کو کون لایا ہے فیض آباد؟
Show this poll"
محب وطن پاکستانی,GIF
Nazeer Khan,"گلگت بلتستان کے لوگ پاکستان اور پاک فوج سے محبت کرتے ہیں!
تحریر،نذیر احمد خان ۔۔۔۔ خدا کرے کہ میری ارض پاک پر اترے وہ فصل گل جسے اندیشہ زوال نہ ہو گلگت بلتستان کی حالیہ الیکشن مہم کے سلسلے میں قریبا تمام قومی رہنما یہاں آئے، اپنے اپنے جلسے کیے، جی بی کے...
nationtime24.com"
Lethal Scorpion,"Surgical Strike Of Pakistan Army in Gilgit Baltistan | Sabir Shakir...
Sabir Shakir is renowned TV anchor journalist and columnist with more than 20 years of experience in print and electronic media. #GilgitElection #PtiVSpmlnPP...
youtube.com"
ایکس ٹو,"Quote Tweet
Katherine
@Jinnah_Club
 · Nov 16
47 followers needed "
وقاص علی سنجرانی,"Quote Tweet
Maryam Nawaz Sharif
@MaryamNSharif
 · Nov 16
مجھے نتائج الیکشن سے بہت پہلے پتہ چل گئے تھے مگر وہاں جا کر اصل حقیقت، حقائق اور عوام کا حقیقی رجحان اور ان کا مکروہ چہرہ دنیا کو  دکھانا اور دھاندلی سے پردہ اٹھانا بہت ضروری تھا۔ twitter.com/naddiyyaathar/…"
9News,"Martial law, COAS extension & Role of Pak Army to defend Pak idealo...
Martial law, COAS extension, defenders of Pakistan, Pak Army, role of Pak Army to defend Pakistan idealogically and geographically,
youtube.com"
مُـحـͬــͥــͣــᷨمͧــᷦـــد (SSG),"Quote Tweet
Maryam Nawaz Sharif
@MaryamNSharif
 · Nov 16
مجھے نتائج الیکشن سے بہت پہلے پتہ چل گئے تھے مگر وہاں جا کر اصل حقیقت، حقائق اور عوام کا حقیقی رجحان اور ان کا مکروہ چہرہ دنیا کو  دکھانا اور دھاندلی سے پردہ اٹھانا بہت ضروری تھا۔ twitter.com/naddiyyaathar/…"
Syed Sabir Hussain Kazmi,"Quote Tweet
Saleem Safi
@SaleemKhanSafi
 · Nov 16
الیکشن جس کو بھی جتوایاگیا لیکن کوئی شک نہیں کہ گلگت بلتستان کی سیاست بلاول جیت گئے ہیں۔ انہوں نےوہاں ڈھیرےڈال کرجی بی کےالیکشن کوپورےپاکستان کاایشو بنا دیا۔ان کی تقلیدمیں دوسرےلیڈروں کوبھی وہاں جانا پڑا۔یوں پہلی مرتبہ گلگت بلتستان کومیڈیامیں جگہ ملی۔ شاباش بلاول۔ شاباش پی پی پی twitter.com/BBhuttoZardari…"
Nayyer Hasan,"The following media includes potentially sensitive content. Change settings
View"
Asma asham,"Quote Tweet
Saleem Safi
@SaleemKhanSafi
 · Nov 16
الیکشن جس کو بھی جتوایاگیا لیکن کوئی شک نہیں کہ گلگت بلتستان کی سیاست بلاول جیت گئے ہیں۔ انہوں نےوہاں ڈھیرےڈال کرجی بی کےالیکشن کوپورےپاکستان کاایشو بنا دیا۔ان کی تقلیدمیں دوسرےلیڈروں کوبھی وہاں جانا پڑا۔یوں پہلی مرتبہ گلگت بلتستان کومیڈیامیں جگہ ملی۔ شاباش بلاول۔ شاباش پی پی پی twitter.com/BBhuttoZardari…"
𝕊𝕙𝕒𝕙𝕚𝕕 ℂ𝕙𝕒𝕦𝕕𝕙𝕒𝕣𝕪,"0:18
293 views"
Fyt4Ryt,"Quote Tweet
احمد کمال
(لمیٹڈ)
@AKamalSays
 · Nov 16
جتنے ناقابل تردید شواہد پاکستان نے بیان کیے ہیں ان کے مطابق انڈیا کو بلیک لسٹ ہونا ہی چاہیے
اور یہ پوری دنیا کے حق میں بہتر ہی ہوگا
#IndiaDeservesBlacklist"
ADNAN IRFAN,Ch Shahid Munir PML(N) and 9 others
Usman Shakoori,"Quote Tweet
فقیر حسین گجّر
@GujjarFaqir
 · Nov 16
پاک آرمی کا ہیلی کاپٹر جائزہ لیتے ہیں عاشقان رسول کا جذبہ قابل دید 
#WorstShellingOnTLPmarch 
@OfficialDGISPR
0:34
167 views"
Ahmed,"Quote Tweet
Fatin
@rose4pk
 · Nov 16
میں ""فاتن"" پاکستان کى بیٹى اسلام اباد سے اعلان کرتى ہوں،
نواز شریف تم غدار ہو تم غدار ہو اور تم سب کرپٹ غدار ہو ۔۔۔
#پاک_فوج_ہماری_جان 
#PakistanZindabad 
#PakistanArmyZindabad 
#OurMartyrsOurHeroes"
Zoya Khan,"Quote Tweet
Rahim Dawar
@RahimDwr
 · Nov 15
مشر محسن داوڑ میرانشاہ جلسے میں کونے کونے سے ائے ہوئے شمالی وزیرستان کے عوام کا شکریہ ادا کررہے ہے محسن داوڑ نے اپنے حلقے کے عوام کو جلسے میں بڑے تعداد میں شرکت کرنے پر شاباش دیتے ہوئے کہا کہ اپ لوگ پشتونوں کی ریڑھ کی ہڈی ہے ہمیں اپ لوگوں پر فحر ہے 
#PashtunLongMarch2MiranShah"
زرعین ملک,"Quote Tweet
Malik
@sialkotiview
 · Nov 16
پاک فوج twitter.com/iamzurain/stat…"
Rehmanullah,"1:10
624 views
From 
Talat"
Zoya Khan,"Quote Tweet
Rahim Dawar
@RahimDwr
 · Nov 16
اپنے خطاب میں رکن اسمبلی محسن داوڑ نے کہا کہ یہ عظیم الشان جلسہ ایک عوامی ریفرنڈم ہے، جس میں لوگ دہشت گردی کا نشانہ بننے والے کا لیے انصاف کا مطالبہ کر رہے ہیں۔ انہوں نے کہا کہ ہمارے لوگ آئندہ ریاست کے کسی کھیل میں استعمال ہونے کے لیے تیار نہیں۔ 
https://p.dw.com/p/3lKFr"
Tasawar Abbas,"Quote Tweet
چاند بی بی
@sunochanda12
 · Nov 16
جو حق پر ہو دشمن بھی اسی کے زیادہ ہوتے ہیں ۔
#COAS https://twitter.com/RashkEHina10/status/1328222836960473088/video/1…"
Fatima Zahra,"From 
G O L D E N H O R D E S"
Malik,"Quote Tweet
زرعین ملک
@iamzurain
 · Nov 16
اچھا پھر گلگت بلتستان میں کون جیتا؟"
Muhammad Yasin Qadri,"Surgical Strike Of Pakistan Army in Gilgit Baltistan | Sabir Shakir...
Sabir Shakir is renowned TV anchor journalist and columnist with more than 20 years of experience in print and electronic media. #GilgitElection #PtiVSpmlnPP...
youtube.com"
Wajid,"Quote Tweet
عائشہ شبیر
@Aisha_shabbir
 · Nov 16
مریم نواز غدار تھی اور رہے گی.. یہ ایک فتویٰ نہیں. سچائی ہے.. میں ایک انصافینز نہیں، ایک پاکستانی ہونے کے ناطے بول رہی ہوں. ایسی غدار وزیر اعظم نہیں بن سکتی.. آپ اسکا میک اپ انجوائے کرے.. twitter.com/iFahdii/status…"
